LSAS_1,LSAS_2,LSAS_3,LSAS_4,LSAS_5,LSAS_6,LSAS_7,LSAS_8,LSAS_9,LSAS_10,LSAS_11,LSAS_12,LSAS_13,LSAS_14,LSAS_15,LSAS_16,LSAS_17,LSAS_18,LSAS_19,LSAS_20,LSAS_21,LSAS_22,LSAS_23,LSAS_24,CFS_1,CFS_2,CFS_3,CFS_4,CFS_5,CFS_6,CFS_7,CFS_8,CFS_9,CFS_10,CFS_11,CFS_12,BDI_Sadness,BDI_Pessimism,BDI_Past_Failure,BDI_Loss_Of_Pleasure,BDI_Guilty_Feelings,BDI_Punishment_Feelings,BDI_Self_Dislike,BDI_Self_Criticalness,BDI_Crying,BDI_Agitation,BDI_Loss_Of_Interest,BDI_Indecisiveness,BDI_Worthlessness,BDI_Loss_Of_Energy,BDI_Changes_In_Sleeping_Pattern,BDI_Irritability,BDI_Changes_In_Appetite,BDI_Concentration_Difficulty,BDI_Tiredness_Or_Fatigue,BDI_Loss_Of_Interest_In_Sex
1.0,0.5400521816803746,0.5035523744970369,0.4935447771112616,0.4907035921020816,0.3468888620700854,0.4981855715102664,0.4945494994365561,0.4994504722760734,0.5716263401996298,0.5225213375196626,0.499269237350869,0.3837932742291203,0.4673767623631633,0.3894174769343743,0.4540205626243786,0.4177420809157759,0.4741260202535562,0.4897294579009232,0.4130225008316093,0.3612303993689781,0.5399120397161614,0.4529711774735154,0.4290446667282527,0.1768043235599925,0.380374780720944,0.3888063707632956,0.0981623734779032,0.349647559848683,0.1381363665907855,0.2484384409236802,0.1782280853875197,0.1069151035771647,0.3408701005181718,0.1338078143742695,0.2467071971758364,0.3032562584323411,0.3071065154421813,0.2978398774867624,0.2878642588772848,0.3060373545467503,0.2517463473411733,0.2681389828271434,0.2965628745812685,0.2764610217079284,0.2749053337114498,0.2912706260424922,0.3121037927619468,0.3199683939507226,0.2368574281099998,0.2223993477516884,0.2659943345033009,0.2401223906167772,0.2828999317229684,0.256489149653511,0.2011745678596733
0.5400521816803746,1.0,0.492325835915151,0.4756633088514183,0.562985831008174,0.5335810431114876,0.5998594711155858,0.5507018055219287,0.5306477672141887,0.5665427341887076,0.6454237684143608,0.6113578041515384,0.3501129995330697,0.5528610920727455,0.5416106208153882,0.6147429359488231,0.4232519504774442,0.5242041857022661,0.5271410614187942,0.6051873060581672,0.4394940557579139,0.5065797544275994,0.5381038277048203,0.4478970245239969,0.2966463388378772,0.5102409353058541,0.4087074359739155,0.1933868449053195,0.3407220358213301,0.2127588390676815,0.2283914576073176,0.185152951585422,0.1574054672921602,0.3739291413745569,0.1369387159668513,0.3146193721299559,0.334632165378936,0.3584273738257702,0.3541667791944808,0.3270499598905247,0.3360271924597506,0.2920320139024563,0.3407656978102847,0.3353169479923885,0.2702329958384242,0.2857765792455719,0.3294231340066609,0.3334536420590455,0.35653983395081,0.2744312585254405,0.2399675535108146,0.2999662983706662,0.2604490765561209,0.3111264667326838,0.2863316359282424,0.218048609908724
0.5035523744970369,0.492325835915151,1.0,0.6584359728575869,0.4197283088381631,0.2386671608643351,0.4525917920870564,0.4336917546519842,0.4392887184149356,0.3709181489629347,0.4374948639336721,0.4325647317918308,0.5106574959801293,0.4966701186679036,0.3143728176271792,0.3750393280451845,0.4720212565828043,0.3742140463291417,0.4701435929720671,0.3577506847380459,0.2681181792148417,0.5259107431125232,0.3886274495078068,0.3575501114938071,0.1862743135961229,0.3497008650377285,0.4083578975661865,0.0652257329690041,0.3837899275202304,0.1477808966753066,0.2139573299893989,0.1842452360609529,0.1335668283204259,0.354609465623358,0.1770080286274671,0.159240504541354,0.2614698289527192,0.2715716597430875,0.2506023324591724,0.2656864624701515,0.3019462714857984,0.2761606417887083,0.1973070175980143,0.258642454794993,0.2669935094274198,0.2536298996633861,0.2547400296481911,0.2796600075800023,0.2713141074350237,0.1617592955175763,0.1883527458743202,0.230337258092435,0.2455220340209694,0.2362673131889124,0.1875181274255477,0.1616464981466709
0.4935447771112616,0.4756633088514183,0.6584359728575869,1.0,0.4263628109124781,0.2488592361851551,0.4710313872953663,0.3979880444835059,0.4158834891668411,0.360379029120087,0.4278051552993402,0.4381059865341323,0.4491597568059395,0.4473232580548344,0.3096611909803844,0.3751558289732251,0.4480007787154605,0.3551798196048594,0.4599257452159899,0.3317264714809916,0.2849397357160821,0.4991246855735115,0.4051930875046213,0.3657761739808772,0.2027437094551054,0.3567247429268569,0.3916200146770702,0.0785819805956469,0.3747261227366059,0.1568534389137597,0.2072093528879632,0.1693366438350561,0.1486238448367193,0.3365546861275975,0.1880429996819068,0.1713111018680836,0.2765742522946675,0.2754984792784774,0.2364696358385698,0.270785555508823,0.2661139746462479,0.2539177405134635,0.2028001482759908,0.2291293726223117,0.2823889492797944,0.2470578536651925,0.2520599743437139,0.2616090081236453,0.259379381490769,0.157270758990353,0.1801469868067543,0.2093204141972309,0.2358329946550372,0.2254217096572284,0.2003425458432227,0.1573174285695368
0.4907035921020816,0.562985831008174,0.4197283088381631,0.4263628109124781,1.0,0.4987257591872148,0.4818068357566299,0.5866852402471984,0.5293448838761872,0.5606052188775067,0.5734467454954512,0.5572751495999733,0.333125180017755,0.4935535722990305,0.4755319562050402,0.5660888468873677,0.4641051333518167,0.5403313268082957,0.5336560567446401,0.5261801288887047,0.3941187589659116,0.50485967435843,0.4741440137599107,0.4565622876943363,0.2450362891462382,0.4533078701483636,0.3908846972055161,0.1794477881218838,0.3219479459507443,0.1786828708005192,0.2303317398655671,0.1881088759258641,0.1364115478104094,0.3535321010921685,0.129102315710154,0.2884992616850695,0.2914037533416035,0.3278296712180282,0.3246455506384018,0.2899654634949198,0.3101004593317,0.2700789176990044,0.3032306104227311,0.3106544914205705,0.2506664130330383,0.2987297706933292,0.2830189824141493,0.304638484053399,0.3111712008869309,0.2580567859579731,0.2521625824317049,0.2946443231673227,0.2544230638496225,0.2859493387961387,0.2938724079190289,0.2176217122639247
0.3468888620700854,0.5335810431114876,0.2386671608643351,0.2488592361851551,0.4987257591872148,1.0,0.4786387022432454,0.4904641181093734,0.4111203104802015,0.4805510709228031,0.5297244692188269,0.5102528738997286,0.1847331544361932,0.4432858861802271,0.6408946592871702,0.6506138279171858,0.3129042728113612,0.4831397649847372,0.3811991038764595,0.6855391210256063,0.4828761564366355,0.3206065360621467,0.467026897101387,0.3745733448632266,0.2555051346081977,0.4452062256419136,0.2243520477035362,0.1617235516879922,0.1328650035576204,0.1472455700780377,0.1263888314049423,0.0654916497769451,0.1125996286584769,0.2184030342105012,0.0306330444518163,0.2828529329177308,0.2276877133013753,0.2655262593606518,0.2878441475074467,0.2185265479713408,0.221543133615774,0.1720796916959161,0.2749362379140138,0.2399076164509269,0.1364936524123367,0.1708383620050209,0.2402208951885049,0.2030972864459634,0.2563701733114447,0.2414603535408329,0.2049705689188961,0.2006803129440085,0.1617949024533907,0.2110417597494562,0.2296402583384755,0.1604574184081142
0.4981855715102664,0.5998594711155858,0.4525917920870564,0.4710313872953663,0.4818068357566299,0.4786387022432454,1.0,0.518758462361127,0.4547862573162586,0.5344493205055796,0.6068549800373703,0.6129734298566658,0.3286867822800788,0.4759655589143631,0.5579154107818135,0.5265477854499248,0.3622026521055335,0.4809320082738919,0.4752721784569841,0.5197287835466263,0.5143727495093222,0.4790188318247565,0.6938036052852099,0.4169244232313641,0.2365124790700887,0.4993581602492359,0.3617478514799035,0.1638418063978803,0.2820570220850648,0.1889100121923198,0.238348074591573,0.1782274818687048,0.168107313133923,0.3140166551230508,0.1228397567146853,0.3263974412184412,0.353261238140267,0.370984733197909,0.3730959676545255,0.3259221226458959,0.3218358989147161,0.2712873918535691,0.3460690551812433,0.3427253781110966,0.2682380473055394,0.2862162906166554,0.3594068527644966,0.3109567606982629,0.3587558439537743,0.2834826380519694,0.2423011391350807,0.2661743201834306,0.2777533808101526,0.310941571010645,0.3007678835656088,0.2563214615051218
0.4945494994365561,0.5507018055219287,0.4336917546519842,0.3979880444835059,0.5866852402471984,0.4904641181093734,0.518758462361127,1.0,0.7189188034551098,0.5602872908858852,0.5687715043100646,0.5447590825014,0.3600291669742527,0.553235017694486,0.5178853343278866,0.5582744165784549,0.4840857886595196,0.5346095488044136,0.5117966026361529,0.5610907667120238,0.4396436511351084,0.4968780326553227,0.5014446323001203,0.4985526219363482,0.2316542405565691,0.448546539656772,0.3673909486347514,0.1381202999327672,0.2835824455552226,0.1574206737975974,0.1978083231276589,0.1493093290090443,0.1199289895694084,0.3445358345465528,0.1043871828495959,0.2658090807089819,0.2989705825276494,0.3312551794580279,0.3237832778121768,0.292847531479124,0.3184453538420888,0.2711605971127204,0.3033350591992393,0.3086567579981378,0.2406169194946185,0.2822039093805951,0.3162435403516341,0.291472298203098,0.3033482357829379,0.2771947011767662,0.2656391525548242,0.2940840507941137,0.2610819183640435,0.3079633918288027,0.2937332779855157,0.2308378888650272
0.4994504722760734,0.5306477672141887,0.4392887184149356,0.4158834891668411,0.5293448838761872,0.4111203104802015,0.4547862573162586,0.7189188034551098,1.0,0.5174222365560452,0.5261863932850025,0.5020494980652699,0.3633251683025963,0.5241967063418985,0.4526438399262543,0.5090232448444016,0.5122815226498149,0.5006550394765987,0.5051041744149952,0.4940113054089096,0.3787528436806392,0.5009068755124434,0.4629148708704307,0.465599475752475,0.2125423257251558,0.3878422600469857,0.3575605917854746,0.1244109774651116,0.3168228795441308,0.1488612036590562,0.207951739281654,0.1564579176322553,0.1079289966126222,0.3429881607213536,0.1297802970099888,0.2239228164718042,0.2731813328214278,0.2825875826867509,0.2794586026823074,0.2556241658803629,0.2992227209008841,0.258133460363097,0.2455562180200094,0.2662098407677494,0.251058988819797,0.254896458185411,0.2698524843922027,0.2851298624616266,0.2688689888977251,0.2346385548468552,0.2258380737000576,0.2425034485425122,0.2444902172601289,0.296193937138848,0.2489417007692336,0.1899531122427243
0.5716263401996298,0.5665427341887076,0.3709181489629347,0.360379029120087,0.5606052188775067,0.4805510709228031,0.5344493205055796,0.5602872908858852,0.5174222365560452,1.0,0.734869912556539,0.6728241424575222,0.3040453681558405,0.5169633265260462,0.5241067847669026,0.5683757178482288,0.3717014730488129,0.5727879776023438,0.5316506594105868,0.5471130397393955,0.4707737958114834,0.5314965731701868,0.5234682611160907,0.4750523694152859,0.2319543126152253,0.4798063597625116,0.3516487708634066,0.1634832864857826,0.2598658698654271,0.1456459055787073,0.2042430894273396,0.1399326622249058,0.1157131990217815,0.3124899167832863,0.0917705584681451,0.2985553414281487,0.3137392830072959,0.3365755864955393,0.34428548456825,0.2839263935481787,0.299381787944779,0.2726086322148131,0.3239447163942418,0.3178700121957674,0.2356423945615396,0.2748885189997455,0.2991538917152884,0.3009761524369309,0.3278062582314797,0.2755467140134345,0.2334396004445225,0.2694977748596183,0.2209028539902348,0.2970535352998497,0.2903437105735051,0.2183735301673713
