"node","measure","value"
"BDI_1","Strength",1.32842980819553
"BDI_2","Strength",-0.904401853470562
"BDI_3","Strength",0.18114391673497
"BDI_4","Strength",1.06423500617455
"BDI_5","Strength",-0.283925233101079
"BDI_6","Strength",-0.0057676316787355
"BDI_7","Strength",1.21739196791834
"BDI_8","Strength",0.486225532106917
"BDI_9","Strength",-0.929362207663806
"BDI_10","Strength",-0.374317920775761
"BDI_11","Strength",1.23919325703198
"BDI_12","Strength",1.27753624548271
"BDI_13","Strength",0.535290588562016
"BDI_14","Strength",0.0624335453615248
"BDI_15","Strength",-0.113159579631466
"BDI_16","Strength",-1.14944798055035
"BDI_17","Strength",-1.61153130591459
"BDI_18","Strength",0.0283324127604215
"BDI_19","Strength",1.18940408697142
"BDI_20","Strength",-2.32533489777776
"CFS_1","Strength",-0.245462996941142
"CFS_2","Strength",-0.921862143991252
"CFS_3","Strength",0.479349276161519
"CFS_4","Strength",0.0952186129309588
"CFS_5","Strength",-0.0206612174414164
"CFS_6","Strength",-0.250215189382287
"CFS_7","Strength",-0.925739699524122
"CFS_8","Strength",-1.40066979218899
"CFS_9","Strength",-0.0470637825949883
"CFS_10","Strength",0.644662194796091
"CFS_11","Strength",-0.700258513362585
"CFS_12","Strength",0.844412547649857
"LSAS_1","Strength",-0.054289159741008
"LSAS_2","Strength",0.298102030291909
"LSAS_3","Strength",0.564495700473804
"LSAS_4","Strength",-0.771952347689657
"LSAS_5","Strength",0.123476049421302
"LSAS_6","Strength",0.896891783749821
"LSAS_7","Strength",1.3250943300822
"LSAS_8","Strength",1.29210776664616
"LSAS_9","Strength",0.231320096767718
"LSAS_10","Strength",0.535913129985686
"LSAS_11","Strength",1.7657451154694
"LSAS_12","Strength",1.75363904605845
"LSAS_13","Strength",-1.86622044802555
"LSAS_14","Strength",0.620431208497294
"LSAS_15","Strength",-0.243818213335484
"LSAS_16","Strength",0.9929584600488
"LSAS_17","Strength",-2.74409464148475
"LSAS_18","Strength",-0.39263023634995
"LSAS_19","Strength",0.259367266405813
"LSAS_20","Strength",0.0900993509292665
"LSAS_21","Strength",-1.79450336292988
"LSAS_22","Strength",-0.576406537743129
"LSAS_23","Strength",-0.0118720234409841
"LSAS_24","Strength",-0.757931416935154
